0	128	0.4	0.8	0.8	1.2	0.4	0	2	0	0
1	128	0.8	1.2	1.2	1.6	0.4	1	1	0	0
2	128	1.2	1.6	1.6	2	0.4	2	2	0	0
3	128	1.6	2	2	2.4	0.4	1	2	0	0
4	128	2	2.4	2.4	2.8	0.4	2	2	0	0
5	128	2.4	2.8	2.8	3.2	0.4	2	1	0	0
6	128	2.8	3.2	3.2	3.6	0.4	2	1	0	0
7	128	3.2	3.6	3.6	4	0.4	1	2	0	0
8	128	3.6	4	4	4.4	0.4	1	2	0	0
9	128	4	4.4	4.4	4.8	0.4	2	2	0	0
10	128	4.4	4.8	4.8	5.2	0.4	2	2	0	0
11	128	4.8	5.2	5.2	5.6	0.4	2	2	0	0
12	128	5.2	5.6	5.6	6	0.4	2	2	0	0
13	128	5.6	6	6	6.4	0.4	2	1	0	0
14	128	6	6.4	6.4	6.8	0.4	2	1	0	0
15	128	6.4	6.8	6.8	7.2	0.4	1	1	0	0
16	128	6.8	7.2	7.2	7.6	0.4	1	2	0	0
17	128	7.2	7.6	7.6	8	0.399999999999999	1	2	0	0
18	128	7.6	8	8	8.4	0.4	2	2	0	0
19	128	8	8.4	8.4	8.8	0.4	2	2	0	0
20	128	8.4	8.8	8.8	9.2	0.4	2	2	0	0
21	128	8.8	9.2	9.2	9.6	0.4	2	2	0	0
22	128	9.2	9.6	9.6	10	0.4	2	2	0	0
23	128	9.6	10	10	10.4	0.4	2	2	0	0
24	128	10	10.4	10.4	10.8	0.4	2	2	0	0
25	128	10.4	10.8	10.8	11.2	0.4	2	2	0	0
26	128	10.8	11.2	11.2	11.6	0.4	2	2	0	0
27	128	11.2	11.6	11.6	12	0.4	2	2	0	0
28	128	11.6	12	12	12.4	0.4	2	2	0	0
29	128	12	12.4	12.4	12.8	0.4	2	1	0	0
30	128	12.4	12.8	12.8	13.2	0.4	2	2	0	0
31	128	12.8	13.2	13.2	13.6	0.4	1	2	0	0
32	128	13.2	13.6	13.6	14	0.4	2	1	0	0
33	128	13.6	14	14	14.4	0.4	2	2	0	0
34	128	14	14.4	14.4	14.8	0.4	1	2	0	0
35	128	14.4	14.8	14.8	15.2	0.4	2	2	0	0
36	128	14.8	15.2	15.2	15.6	0.4	2	2	0	0
37	128	15.2	15.6	15.6	16	0.399999999999999	2	2	0	0
38	128	15.6	16	16	16.4	0.399999999999999	2	2	0	0
39	128	16	16.4	16.4	16.8	0.399999999999999	2	2	0	0
40	128	16.4	16.8	16.8	17.2	0.399999999999999	2	2	0	0
41	128	16.8	17.2	17.2	17.6	0.399999999999999	2	2	0	0
42	128	17.2	17.6	17.6	18	0.399999999999999	2	2	0	0
43	128	17.6	18	18	18.4	0.399999999999999	2	2	0	0
44	128	18	18.4	18.4	18.8	0.399999999999999	2	2	0	0
45	128	18.4	18.8	18.8	19.2	0.399999999999999	2	2	0	0
46	128	18.8	19.2	19.2	19.6	0.399999999999999	2	2	0	0
47	128	19.2	19.6	19.6	20	0.399999999999999	2	2	0	0
48	128	19.6	20	20	20.4	0.399999999999999	2	2	0	0
49	128	20	20.4	20.4	20.8	0.399999999999999	2	2	0	0
50	128	20.4	20.8	20.8	21.2	0.399999999999999	2	2	0	0
51	128	20.8	21.2	21.2	21.6	0.399999999999999	2	2	0	0
52	128	21.2	21.6	21.6	22	0.399999999999999	2	2	0	0
53	128	21.6	22	22	22.4	0.399999999999999	2	2	0	0
54	128	22	22.4	22.4	22.8	0.399999999999999	2	2	0	0
55	128	22.4	22.8	22.8	23.2	0.399999999999999	2	2	0	0
56	128	22.8	23.2	23.2	23.6	0.399999999999999	2	2	0	0
57	128	23.2	23.6	23.6	24	0.399999999999999	2	2	0	0
58	128	23.6	24	24	24.4	0.399999999999999	2	2	0	0
59	128	24	24.4	24.4	24.8	0.399999999999999	2	2	0	0
60	128	24.4	24.8	24.8	25.2	0.399999999999999	2	2	0	0
61	128	24.8	25.2	25.2	25.6	0.399999999999999	2	2	0	0
62	128	25.2	25.6	25.6	26	0.399999999999999	2	2	0	0
63	128	25.6	26	26	26.4	0.399999999999999	2	2	0	0
64	128	26	26.4	26.4	26.8	0.399999999999999	2	2	0	0
65	128	26.4	26.8	26.8	27.2	0.399999999999999	2	2	0	0
66	128	26.8	27.2	27.2	27.6	0.399999999999999	2	2	0	0
67	128	27.2	27.6	27.6	28	0.399999999999999	2	2	0	0
68	128	27.6	28	28	28.4	0.399999999999999	2	2	0	0
69	128	28	28.4	28.4	28.8	0.399999999999999	2	2	0	0
70	128	28.4	28.8	28.8	29.2	0.399999999999999	2	2	0	0
71	128	28.8	29.2	29.2	29.6	0.399999999999999	2	2	0	0
72	128	29.2	29.6	29.6	30	0.399999999999999	2	2	0	0
73	128	29.6	30	30	30.4	0.399999999999999	2	2	0	0
74	128	30	30.4	30.4	30.8	0.399999999999999	2	2	0	0
75	128	30.4	30.8	30.8	31.2	0.399999999999999	2	2	0	0
76	128	30.8	31.2	31.2	31.6	0.399999999999999	2	2	0	0
77	128	31.2	31.6	31.6	32	0.399999999999999	2	2	0	0
78	128	31.6	32	32	32.3999999999999	0.399999999999999	2	2	0	0
79	128	32	32.3999999999999	32.3999999999999	32.7999999999999	0.399999999999999	2	1	0	0
80	128	32.3999999999999	32.7999999999999	32.7999999999999	33.1999999999999	0.399999999999999	2	1	0	0
81	128	32.7999999999999	33.1999999999999	33.1999999999999	33.5999999999999	0.399999999999999	1	1	0	0
82	128	33.1999999999999	33.5999999999999	33.5999999999999	33.9999999999999	0.399999999999999	1	2	0	0
